entradaOrigemId,arquivoId,aulaPropostaId,habilidadeId,destinoEditorialId,tipoRelacao,decisaoProvisoria,justificativa,nivelInspecao,evidenciaId,pendenciaId
aula-mod-3-31,arq-1792,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-3-31,""
aula-mod-3-32,arq-1793,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-mod-3-32,""
aula-mod-3-33,arq-1795,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-3-33,""
aula-mod-3-34,arq-1798,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-3-34,""
aula-mod-3-35,arq-1802,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-3-35,""
aula-mod-3-36,arq-1804,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-3-36,""
aula-mod-3-37,arq-1805,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-mod-3-37,""
aula-mod-3-38,arq-1807,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-3-38,""
aula-mod-3-39,arq-1809,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-3-39,""
aula-mod-3-40,arq-1817,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-3-40,""
aula-mod-3-41,arq-1822,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-3-41,""
aula-mod-3-42,arq-1827,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-3-42,""
aula-mod-3-44,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-3-44,"sem_arquivos_locais; sem_link_remoto"
aula-mod-4-26,arq-1864,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-4-26,""
aula-mod-4-27,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-4-27,"sem_arquivos_locais; sem_link_remoto"
aula-mod-4-28,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-4-28,"sem_arquivos_locais; sem_link_remoto"
aula-mod-4-4,arq-1835,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-4-4,""
aula-mod-4-5,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-4-5,"sem_arquivos_locais"
aula-mod-4-6,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-4-6,"sem_arquivos_locais"
aula-mod-4-7,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-4-7,"sem_arquivos_locais"
aula-mod-4-8,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-4-8,"sem_arquivos_locais"
aula-mod-4-9,arq-1839,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-4-9,""
aula-mod-4-10,arq-1846,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-4-10,""
aula-mod-4-29,arq-1867,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-mod-4-29,""
aula-mod-4-30,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-4-30,"sem_arquivos_locais; sem_link_remoto"
aula-mod-4-11,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-4-11,"sem_arquivos_locais"
aula-mod-4-31,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-4-31,"sem_arquivos_locais; sem_link_remoto"
aula-mod-4-32,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-4-32,"sem_arquivos_locais; sem_link_remoto"
aula-mod-4-33,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-4-33,"sem_arquivos_locais; sem_link_remoto"
aula-mod-4-34,arq-1868,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-mod-4-34,"apenas_documentacao_sem_midia; sem_link_remoto"
aula-mod-4-12,,,,dest-descarte-admin,destino_editorial_suporte,avaliar_descarte_administrativo,"Comunicado ou material de suporte da plataforma sem conteúdo instrumental.",nao_inspecionado,evid-fonte-aula-mod-4-12,"sem_arquivos_locais; item_administrativo; sem_link_remoto"
aula-mod-5-24,arq-1889,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-mod-5-24,""
aula-mod-5-26,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-5-26,"sem_arquivos_locais; sem_link_remoto"
aula-mod-5-33,arq-1896,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-5-33,""
aula-mod-8-9,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-8-9,"sem_arquivos_locais"
aula-mod-9-11,arq-2046,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-9-11,""
aula-mod-9-12,arq-2050,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-9-12,""
aula-mod-9-13,arq-2052,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-9-13,""
aula-mod-9-19,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-9-19,"sem_arquivos_locais; sem_link_remoto"
aula-kaiser-95-1-como-estudar-para-evoluir-no-violao-ro,arq-0299,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-95-1-como-estudar-para-evoluir-no-violao-ro,""
aula-kaiser-96-10-exercicios-para-o-polegar-esse-e-meu-,arq-0301,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-96-10-exercicios-para-o-polegar-esse-e-meu-,""
aula-kaiser-97-11-picado-a-tecnica-da-velocidade,arq-0303,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-97-11-picado-a-tecnica-da-velocidade,""
aula-kaiser-98-12-violao-de-6-ou-7-cordas-qual-diferenc,arq-0305,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-98-12-violao-de-6-ou-7-cordas-qual-diferenc,""
aula-kaiser-99-13-como-iniciar-no-violao-de-7-cordas,arq-0311,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-99-13-como-iniciar-no-violao-de-7-cordas,""
aula-kaiser-100-14-como-tocar-harmonicos-naturais-e-arti,arq-0317,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-100-14-como-tocar-harmonicos-naturais-e-arti,""
aula-kaiser-101-15-metodo-correto-de-aquecimento,arq-0321,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-101-15-metodo-correto-de-aquecimento,""
aula-kaiser-102-16-como-fazer-um-violao-soar-como-um-vio,arq-0323,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-102-16-como-fazer-um-violao-soar-como-um-vio,""
aula-kaiser-103-17-exercicio-pra-arrebentar-a-sua-mao-fl,arq-0327,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-103-17-exercicio-pra-arrebentar-a-sua-mao-fl,""
aula-kaiser-104-18-posturas-do-corpo-e-das-maos,arq-0331,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-104-18-posturas-do-corpo-e-das-maos,""
aula-kaiser-105-19-estralar-os-dedos-faz-mal,arq-0333,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-105-19-estralar-os-dedos-faz-mal,""
aula-kaiser-106-2-como-continuar-evoluindo-no-violao-pra,arq-0339,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-106-2-como-continuar-evoluindo-no-violao-pra,""
aula-kaiser-107-20-como-virar-um-virtuoso,arq-0343,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-107-20-como-virar-um-virtuoso,""
aula-kaiser-108-3-o-maior-erro-de-um-estudante-de-musica,arq-0349,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-108-3-o-maior-erro-de-um-estudante-de-musica,""
aula-kaiser-109-4-diferencas-entre-estilos-erudito-finge,arq-0358,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-109-4-diferencas-entre-estilos-erudito-finge,""
aula-kaiser-110-5-como-estudar-com-metronomo,arq-0360,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-110-5-como-estudar-com-metronomo,""
aula-kaiser-111-6-como-tocar-com-o-som-limpo,arq-0366,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-111-6-como-tocar-com-o-som-limpo,""
aula-kaiser-112-7-como-trocar-as-cordas-corretamente,arq-0368,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-112-7-como-trocar-as-cordas-corretamente,""
aula-kaiser-113-8-unhas-como-dar-formato-adequado,arq-0370,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-113-8-unhas-como-dar-formato-adequado,""
aula-kaiser-114-9-aprenda-a-tocar-com-emocao,arq-0372,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-114-9-aprenda-a-tocar-com-emocao,""
aula-mod-9-10,arq-2044,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-9-10,""
aula-kaiser-9-17-o-barquinho-bossa-nova,arq-0033,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-9-17-o-barquinho-bossa-nova,""
aula-kaiser-11-19-wave-bossa-nova,arq-0041,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-11-19-wave-bossa-nova,""
aula-kaiser-13-20-chega-de-saudade-bossa-nova,arq-0050,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-13-20-chega-de-saudade-bossa-nova,""
aula-mod-6-7,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-6-7,"sem_arquivos_locais; sem_link_remoto"
aula-mod-6-8,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-6-8,"sem_arquivos_locais; sem_link_remoto"
aula-mod-6-9,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-6-9,"sem_arquivos_locais; sem_link_remoto"
aula-mod-6-10,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-6-10,"sem_arquivos_locais; sem_link_remoto"
aula-mod-6-11,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-6-11,"sem_arquivos_locais; sem_link_remoto"
aula-mod-6-12,arq-1906,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-6-12,""
aula-mod-6-13,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-6-13,"sem_arquivos_locais; sem_link_remoto"
aula-mod-6-15,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-6-15,"sem_arquivos_locais; sem_link_remoto"
aula-mod-6-16,arq-1909,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-6-16,""
aula-mod-6-17,arq-1911,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-6-17,""
aula-mod-6-18,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-6-18,"sem_arquivos_locais; sem_link_remoto"
aula-mod-6-2,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-6-2,"sem_arquivos_locais"
aula-mod-8-19,arq-2018,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-mod-8-19,""
aula-kaiser-2-10-faixa-amarela-samba,arq-0010,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-2-10-faixa-amarela-samba,""
aula-kaiser-3-11-timoneiro-samba,arq-0013,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-3-11-timoneiro-samba,""
aula-kaiser-4-12-trem-das-onze-samba,arq-0015,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-4-12-trem-das-onze-samba,""
aula-kaiser-5-13-asa-branca-baiao,arq-0018,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-5-13-asa-branca-baiao,""
aula-kaiser-6-14-kid-cavaquinho-samba,arq-0021,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-6-14-kid-cavaquinho-samba,""
aula-kaiser-7-15-as-pastorinhas-marcha,arq-0025,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-7-15-as-pastorinhas-marcha,"contem_arquivos_part"
aula-kaiser-8-16-regra-tres-samba,arq-0028,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-8-16-regra-tres-samba,""
aula-kaiser-10-18-como-dizia-o-poeta-samba,arq-0035,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-10-18-como-dizia-o-poeta-samba,""
aula-kaiser-14-21-noites-cariocas-samba-choro,arq-0052,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-14-21-noites-cariocas-samba-choro,""
aula-kaiser-15-22-contracanto-paulinho-nogueira-samba,arq-0055,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-15-22-contracanto-paulinho-nogueira-samba,""
aula-kaiser-16-3-batida-de-frevo-e-marcha,arq-0061,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-16-3-batida-de-frevo-e-marcha,""
aula-kaiser-19-6-4-truques-para-melhorar-a-sua-batida-d,arq-0079,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-19-6-4-truques-para-melhorar-a-sua-batida-d,""
aula-kaiser-20-7-como-assistir-as-proximas-aulas-de-aco,arq-0082,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-20-7-como-assistir-as-proximas-aulas-de-aco,""
aula-kaiser-21-8-casa-de-bamba-samba,arq-0086,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-21-8-casa-de-bamba-samba,""
aula-kaiser-22-9-devagar-devagarinho-samba,arq-0090,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",legenda_indexada,evid-fonte-aula-kaiser-22-9-devagar-devagarinho-samba,""
aula-mod-7-6,,,,dest-aguardando-backup,destino_editorial_aguardando,aguardar_auditoria_remota,"Entrada sem arquivos no backup local; requer verificação remota no Google Drive.",nao_inspecionado,evid-fonte-aula-mod-7-6,"sem_arquivos_locais"
aula-kaiser-33-1-como-sera-o-curso,arq-0124,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-33-1-como-sera-o-curso,""
aula-kaiser-34-2-conheca-a-levada-1,arq-0126,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-34-2-conheca-a-levada-1,""
aula-kaiser-35-3-aula-da-levada-1-exercicio-1,arq-0128,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-35-3-aula-da-levada-1-exercicio-1,""
aula-kaiser-37-5-antes-de-continuar-a-estudar,arq-0133,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-37-5-antes-de-continuar-a-estudar,""
aula-kaiser-38-1-conheca-a-levada-2,arq-0135,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-38-1-conheca-a-levada-2,""
aula-kaiser-39-2-aula-da-levada-2-com-partitura,arq-0138,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-39-2-aula-da-levada-2-com-partitura,""
aula-kaiser-40-3-variacao-da-levada-2-usando-todos-os-d,arq-0140,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-40-3-variacao-da-levada-2-usando-todos-os-d,""
aula-kaiser-41-1-conheca-a-levada-3,arq-0142,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-41-1-conheca-a-levada-3,""
aula-kaiser-42-2-aula-da-levada-3-com-partitura,arq-0145,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-42-2-aula-da-levada-3-com-partitura,""
aula-kaiser-43-3-combinando-as-levadas-1-e-3,arq-0147,,,dest-expansao-curadoria,destino_editorial_expansao,alocar_em_lote_expansao,"Recurso preservado no acervo físico para detalhamento e curadoria na expansão curricular.",metadados_catalogo,evid-fonte-aula-kaiser-43-3-combinando-as-levadas-1-e-3,""
